Unnamed: 0,title,allsides_summary_text,external_link,bias
1,"First confirmed case of measles in Washington, D.C. investigated by health officials","A confirmed case of measles in Washington, D.C. is being investigated by health officials after the contagious person visited several locations in the district. The DC Department of Health warned the public of the potential exposure in a press release shared late Tuesday morning. TENNESSEE REPORTS FIRST MEASLES CASE AMID U.S. OUTBREAK According to the release, those who were in the following places in the district at the listed times may have been exposed: Measles is a highly contagious virus that spreads through the air when an infected person coughs...",https://foxnews.com/health/first-confirmed-case-measles-washington-d-c-investigated-health-officials,Right
2,Chinese EV giant BYD outpaces Tesla with annual sales of more than $100 billion,"Chinese automaker BYD reported annual revenue of 777 billion yuan ($107 billion) for 2024, leapfrogging U.S. rival Tesla as competition between the two electric vehicle rivals heats up.
In a filing published Monday, BYD posted a 29% increase in revenue from the previous year, bolstered by sales of its hybrid vehicles. This figure exceeded the $97.7 billion annual revenue reported by Elon Musk’s Tesla.",https://www.cnbc.com/2025/03/25/ev-giant-byd-outpaces-tesla-with-annual-sales-of-over-100-billion.html,Lean Left
3,West Virginia Bans Food Additives In Line With 'Make America Healthy Again' Movement,"Schools will also not be allowed to serve foods with the banned additives starting in August 2025. There are at least another 20 states considering similar restrictions, but this bill is the first of this magnitude to be passed, according to The New York Times. The following dyes will be banned: Blue No. 1, Blue No. 2, Green No. 3, Yellow No. 5, Yellow No. 6, Red No. 40 ― and Red No. 3 (which the U.S. Food and Drug Administration banned in January). It also includes two preservatives: Propylparaben...",https://huffpost.com/entry/west-virginia-bans-food-additives-make-america-healthy-again_n_67e2e825e4b045cbae7bfcaf,Left
4,Has Elon Musk’s PAC in the 2025 Wisconsin Supreme Court race set the record for outside spending on state court elections?,"The Elon Musk–founded America PAC has spent at least $11.5 million on the April 1 Wisconsin Supreme Court election, WisPolitics reported March 24. AllSides highlights content from Gigafact, a network of newsrooms that respond to online claims. View the full fact brief on Wisconsin Watch.",https://gigafact.org/fact-briefs/wisconsin-supreme-court-elon-musk-pac-outside-spending-election/?utm_source=allsides&utm_id=112,Center
5,Florida considers bill to roll back child labor laws to fill jobs once held by undocumented migrants,"Florida lawmakers are considering major changes to state child labor laws that would loosen restrictions on when and how long teens can work, as the state braces for a shortage of migrant workers under GOP-led immigration crackdowns.
A state Senate panel narrowly advanced a proposal Tuesday to eliminate regulations that bar 16- and 17-year-olds from working jobs before 6:30 a.m. or after 11 p.m. on school days, working more than eight hours on school days and working more than 30 hours a week while in school. The proposal also would end a requirement...",https://thehill.com/homenews/state-watch/5213592-florida-child-labor-law-changes/,Center
6,"Oz moves closer to confirmation as Medicare, Medicaid chie","Mehmet Oz is a step closer to being confirmed as the next head of the Centers for Medicare and Medicaid Services, after the Senate Finance Committee on Tuesday advanced his nomination.
The vote was 14-13 along party lines.
Democrats slammed Oz for not committing to stop potential GOP cuts to Medicaid, as well as his previous support for Medicare Advantage plans and privatizing Medicare. ",https://thehill.com/policy/healthcare/5212230-dr-mehmet-oz-cms-confirmation/,Center
7,Tesla's February market share in Europe drops despite EV pickup,"Tesla's (TSLA.O), opens new tab market share in Europe continued to shrink year-on-year in February, data showed on Tuesday, as sales of the all-electric car maker dropped for a second month despite rising EV registrations overall on the continent.
As competition grows and a slowdown in European economies hampers total car sales, Elon Musk's battery-electric (BEV) brand has sold 42.6% fewer cars in Europe so far this year, data from the European Automobile Manufacturers Association (ACEA) showed.",https://www.reuters.com/business/autos-transportation/teslas-february-market-share-europe-drops-despite-ev-pickup-2025-03-25/,Center
8,Senate confirms Trump’s nominee to run NIH,"The Senate on Tuesday confirmed health researcher Jay Bhattacharya as the next leader of the National Institutes of Health (NIH). 
Bhattacharya was confirmed on a party- line vote, 53 to 47. 
Bhattacharya became a celebrity among many Americans during the COVID-19 pandemic for criticizing masking orders, school closures and other measures meant to mitigate the spread of the virus.   ",https://thehill.com/policy/healthcare/5213872-jay-bhattacharya-senate-confirmed-nih/,Center
9,Gov. DeSantis said he returned $500M in funds to US Treasury because of 'strings attached',"Florida Gov. Ron DeSantis said he returned nearly $500 million to the U.S. Treasury because the money had ""too many strings attached.""
The two-term Republican governor mentioned he'd recently met with Elon Musk and the U.S. Department of Government Efficiency about $330 million that was allocated for Florida projects. He also said the grant would have required the state to check tailpipe emissions, something that DeSantis said he would never do.",https://www.thecentersquare.com/florida/article_7daf31cb-258e-42a3-8925-8480b03bb994.html,Lean Right
10,DEI Is Dying,"President Donald Trump ended federal DEI programs.
Even before, companies were having second thoughts.
Victoria's Secret changed ""Diversity, Equity and Inclusion"" to ""inclusion and belonging.""
Now, even woke Disney, despite squandering 270 million shareholder dollars on a moronic new version of ""Snow White,"" joined the mob of companies dropping DEI programs.
Why? Diversity, equity and inclusion sound good.
 ",https://townhall.com/columnists/johnstossel/2025/03/26/dei-is-dying-n2654489,Lean Right
11,Debt limit time crunch could test both parties,"House Democrats are sending an early warning shot as the government’s borrowing window inches to a close: winning Democratic support for a debt-ceiling hike will come at a cost for Republicans.
The minority-party Democrats have little power to dictate the debate, but a number of conservative Republicans have long opposed debt limit increases to protest deficit spending. The dynamics could give Democrats leverage in the fight — and they say they intend to use it.
“We’d want to negotiate, because we know they’ve got a lot of Freedom Caucus folks...",https://thehill.com/homenews/house/5213645-debt-limit-democrats-republicans/,Center
12,What the Bernie Sanders and Alexandria Ocasio-Cortez mega-rallies are really about,"Bernie Sanders and Alexandria Ocasio-Cortez are striking a chord.
The socialist firebrands have been criss-crossing the country, attracting some of the largest crowds of their careers. Their rallies are bigger than any other events currently being held by Democrats, and party figures of all stripes are taking notice.
To progressives, it’s nothing short of a revival. And many Democrats, including those with ties to the party establishment, are just breathing a sigh of relief that they might finally have found a rallying cry in the face of the GOP’s all-out...",https://www.politico.com/news/2025/03/26/what-the-bernie-sanders-and-alexandria-ocasio-cortez-mega-rallies-are-really-about-00249753,Lean Left
13,An M.I.A. Congress Exacerbates the Clash Between Trump and the Courts,"Congress has to step up and take some responsibility for the shaping of public policy.
Despite the hand-wringing of the commentariat, the fights between the Trump White House and some federal trial judges has yet to reach a “constitutional crisis.” A few federal district judges have issued scores of injunctions temporarily blocking some elements of Trump’s agenda for his first 100 days. But rather than a breakdown in the constitutional order, this jostling fulfills the Framers’ design for the separation of powers, which encourages conflict between the branches of government.
Some...",https://www.nationalreview.com/2025/03/an-m-i-a-congress-exacerbates-the-clash-between-trump-and-the-courts/,Lean Right
14,Senate confirmation hearings held for former Arkansas Gov. Mike Huckabee’s Israel ambassadorship,"Former Arkansas governor Mike Huckabee started his Senate confirmation journey to become the next ambassador to Israel on Tuesday.
The Senate Committee on Foreign Relations asked Huckabee questions concerning conflicts in the region, like the Oct. 7, 2023, Hamas attack on Israel, as well as ending the conflict and returning hostages home.
He said it’s the first item of business.",https://www.kark.com/news/politics/senate-confirmation-hearings-held-for-former-arkansas-gov-mike-huckabees-israel-ambassadorship/,Center
15,Q&A on Egg Prices,"President Donald Trump campaigned in 2024 on lowering egg prices, which increased significantly toward the end of the term of his predecessor, former President Joe Biden.
Where do prices stand now? What caused them to spike last year?
Here, we answer those and other questions about the cost of the popular food item.
Are egg prices going up or down?
That depends on which prices you’re talking about.
In remarks on March 16, Trump said that when he began his second term in January, the price of “eggs were through the roof,”...",https://www.factcheck.org/2025/03/qa-on-egg-prices/,Lean Left
16,"Chuck Schumer Survived The Shutdown Fight, But His Real Test Is Coming","Senate Minority Leader Chuck Schumer’s decision not to block a Republican spending bill earlier this month unleashed a tidal wave of anger within the Democratic Party, prompting calls for him to step aside and shaking his hold on his caucus like never before.
But the New York senator is not out of the woods just yet. Under-fire congressional leaders historically struggle to shake off intra-party criticisms, and how he handles a battle against a massive GOP plan to extend tax cuts for the wealthy and the need to recruit candidates for the...",https://www.huffpost.com/entry/chuck-schumer-democrats-leader_n_67e32389e4b0f4485e49b528,Left
17,More illegal migrants are fleeing into Canada over the northern border than are coming into US after Trump’s crackdown,"More migrants are fleeing into Canada across the border than are coming south into the US after President Trump’s crackdown on illegal immigration, sources told The Post.
Homeland Security sources said that there are “lots of northbounders” now running scared and “self-deporting” from the US with Trump back in office.
Venezuelan migrants walk off a deportation flight after arriving back home as part of the Trump administration’s mass deportation effort.AP
In a remote stretch of Washington state, border agents report seeing an average of five migrants crossing illegally north into Canada each day.
The...",https://nypost.com/2025/03/25/us-news/more-migrants-fleeing-into-canada-than-crossing-south-into-us-after-trump-crackdown/,Lean Right
18,US Supreme Court to scrutinize Federal Communications Commission fund's legality,"The U.S. Supreme Court is set on Wednesday to hear the Federal Communications Commission's defense of the mechanism it uses to fund a multi-billion dollar effort to expand phone and broadband internet access to low-income and rural Americans and other beneficiaries.
The FCC and a coalition of telecommunications firms and interest groups have appealed a lower court's ruling that found that the agency's funding operation effectively levied a ""misbegotten tax"" on American consumers in violation of the U.S. Constitution's vesting of legislative authority in Congress. It is the latest case to come...",https://www.reuters.com/legal/us-supreme-court-scrutinize-federal-communications-commission-funds-legality-2025-03-26/,Center
19,Have Young People Really Turned MAGA?,"Democrats were alarmed last spring and summer when polling suggested that voters ages 18 to 29 were softening in their longtime commitment to the Democratic Party. After the November election, when exit polls indicated that Kamala Harris had won the young adult vote by only a slim margin (if that), it seemed that the ground had shifted. A post-inauguration cover story in New York magazine on young Trump supporters partying it up in Washington captured a widespread impression that this was a generational realignment: the rise of a cadre of MAGA youth.
After examining new survey data...",https://www.nytimes.com/2025/03/26/opinion/young-maga-trump-vote.html,Left
20,Senate Confirms Investment Banker John Phelan as Navy Secretary,"The Navy has a new civilian leader with a hefty business resume but no military experience after the Senate voted Monday evening to approve John Phelan as the service's secretary.
The Senate voted 62-30 to confirm Phelan as Navy secretary, making him the civilian head of both the Navy and Marine Corps and putting him in charge of the health and well-being of more than 1 million sailors, Marines, reservists and civilian personnel and an annual budget of more than $250 billion.",https://www.military.com/daily-news/2025/03/25/businessman-john-phelan-gets-senate-approval-lead-navy.html,Lean Left
21,"DOGE staffer 'Big Balls' provided tech support to cybercrime ring, records show",The best-known member of Elon Musk's U.S. DOGE Service team of technologists once provided support to a cybercrime gang that bragged about trafficking in stolen...,https://www.reuters.com/world/us/doge-staffer-big-balls-provided-tech-support-cybercrime-ring-records-show-2025-03-26/,Center
22,"Evidence indicates former US Attorney Jessica Aber, 43, died of natural causes in Virginia home: police","Former US Attorney Jessica Aber, who was found dead Saturday morning in her Virginia home, appeared to have succumbed to natural causes, according to authorities.
“At this time, detectives have found no evidence suggesting that her death was caused by anything other than natural causes,” Alexandria police said in an update Tuesday evening.
The body of the 43-year-old lawyer who headed the Office of the US Attorney for the Eastern District of Virginia during the Biden administration was found around 9:20 a.m. by police, leading to a wave of condolences from former...",https://nypost.com/2025/03/26/us-news/us-attorney-jessica-aber-evidence-indicates-she-died-of-natural-causes-in-virginia-home-police/,Lean Right
23,"Yes, Pete Hegseth Should Be Fired for What He Texted — and for Lying About It","On Monday, I wrote that Defense Secretary Pete Hegseth should be fired for his egregious behavior in the now-infamous Signal group chat’s disclosure to a journalist of military operational planning in advance of the strikes on the Houthis:
Pete Hegseth — the top civilian in the Department of the Defense and a man who has command authority over U.S. military operations worldwide — texted information, over an unsecured channel, that “contained operational details of forthcoming strikes on Yemen, including information about targets, weapons the U.S. would be deploying, and attack sequencing.” That’s...",https://www.nationalreview.com/corner/yes-pete-hegseth-should-be-fired-for-what-he-texted-and-for-lying-about-it/,Right
24,"Who Is Jeffrey Goldberg, the Editor Mistakenly Added to the Signal Chat?","Jeffrey Goldberg may be one of the last journalists the Trump administration would want to inadvertently include on a private text thread discussing war plans. But according to Mr. Goldberg’s stunning revelation on Monday, that is exactly what happened.
Mr. Goldberg, 59, was a well-known national security reporter before he took over as editor in chief of The Atlantic in 2016. He was born in Brooklyn and studied at the University of Pennsylvania before dropping out and moving to Israel to serve in the Israel Defense Forces. He wrote about his time...",https://www.nytimes.com/2025/03/25/business/media/who-is-jeffrey-goldberg.html,Lean Left
25,DeSantis said he sent $900M back to the feds. Here’s the rest of the story,"Gov. Ron DeSantis generated headlines and praise over the weekend after announcing that Florida was helping Elon Musk’s DOGE efforts by “returning” nearly $900 million to the federal government. “Almost a billion dollars of your taxpayer money saved,” Musk touted.
Read more at: https://www.miamiherald.com/news/politics-government/state-politics/arti...",https://www.miamiherald.com/news/politics-government/state-politics/article302695579.html,Lean Left
26,Florida Senate committee approves bill relaxing child labor laws,"Florida’s Senate Committee on Commerce and Tourism approved a bill that relaxes child labor laws. The bill removes restrictions on 16- and 17-year-olds to work up to eight hours a day before 6:30 a.m. or after 11 p.m., even on school nights.
It also removes mandated breaks for those working four continuous hours and eases restrictions for 14 and 15-year-olds with certain qualifications.
Bill sponsor Sen. Jay Collins, R-Tampa, argues it supports parental rights and aligns with federal laws, while critics warn it could lead to exploitation.",https://san.com/cc/florida-senate-committee-approves-bill-relaxing-child-labor-laws/,Center
27,Supreme Court appears divided over Louisiana map with second black-majority district,"The Supreme Court on Monday weighed whether a Louisiana congressional map that includes two majority-black districts for the first time in decades is a lawful effort to comply with the Voting Rights Act or an unconstitutional racial gerrymander.
At the heart of the case is a tension between two key legal standards: Section 2 of the Voting Rights Act, which instructs states to avoid any unnecessary dilutions to minority groups’ voting powers, and the 14th Amendment’s equal protection clause, which bars race-based decision-making without compelling justification.",https://www.washingtonexaminer.com/news/supreme-court/3357120/supreme-court-divided-louisiana-map-second-black-majority-district/,Lean Right
28,Real America’s Voice: How a tiny pro-Trump news network founded by a convicted criminal got so close to the president,"Real America’s Voice was once an also-ran in the conservative news business. But it is now the key link between President Trump’s company—Trump Media & Technology Group—and his most prominent boosters in the media. With its spot in the White House press pool, RAV has gone from being an upstart TV network founded by a man once convicted of mortgage fraud to walking the halls of power. For this story, Fortune spoke to six former employees who worked for RAV’s parent company and its subsidiaries and we contacted eight police departments and nine...",https://fortune.com/2025/03/26/real-americas-voice-donald-trump-media-robert-sigg/,Center
0,"Egypt makes new proposal to restore Gaza ceasefire deal, sources say","gypt made a new proposal last week aimed at restoring the Gaza ceasefire deal, security sources told Reuters on Monday.
The proposal follows an escalation in violence after Israel resumed air and ground operations against Hamas last Tuesday, effectively ending a two-month period of relative calm.",https://www.reuters.com/world/middle-east/egypt-makes-new-proposal-restore-gaza-ceasefire-deal-between-israel-hamas-2025-03-24/,Center
1,"Sinaloa Cartel smuggler at U.S.-Canada border says he'll ""always"" find a way to get migrants into the U.S.","On February 1st, President Trump imposed 25% tariffs on nearly all goods imported from Canada. Since then, his administration has engaged in an on again off again trade war with our longtime ally. The tariffs were imposed based on the exaggerated claim that millions of criminals and tons of deadly fentanyl have been pouring over the border into the United States— and that Canada has allowed it to happen.
Last month we went to the northern border, to the Chazy River, where even in the middle of winter, migrants continue...",https://www.cbsnews.com/news/smuggler-migrants-us-canada-border-60-minutes-transcript/,Lean Left
2,"Bad Signal: An Ugly Mistake, and No One Will Be Held Accountable","On the menu today: The highest levels of the administration display a jaw-dropping casual disregard for laws regarding the handling of classified information; officials refuse to hold themselves to the standard they held their predecessors, and their response indicates a deep-rooted culture of irresponsibility, excuse-making, and blame-shifting.
The frightening thing is, I could have written that sentence about the past three or four administrations.",https://www.nationalreview.com/the-morning-jolt/bad-signal-an-ugly-mistake-and-no-one-will-be-held-accountable/,Lean Right
3,Trump’s Pick to Lead Social Security Administration Faces Senators,"Frank Bisignano, the Wall Street veteran being considered to lead the Social Security Administration, will go before the Senate on Tuesday morning, where lawmakers will demand answers about his plans for an agency recently thrown into tumult.
The plans being laid by the Trump administration for the typically staid agency — long viewed as a third rail of government — have prompted widespread outcry given its crucial work: It delivers billions of dollars in retirement, survivor and disability payments to 73 million people each month. The agency typically evolves slowly, aware that...",https://www.nytimes.com/2025/03/25/us/politics/social-security-frank-bisignano-confirmation.html?smid=url-share,Lean Left
4,"‘Borrowers have zero power’: Trump moving student loans to SBA sparks concern, confusion","President Trump moving student loans from the Education Department to the Small Business Administration (SBA) is rattling those affected, who say it is prime evidence that the White House has no real plan for its efforts to dismantle the Department of Education.  
Trump signed an executive order Thursday seeking to wind down the Education Department, and he said student loans would move to the SBA the next day — the same day that agency announced it was cutting 40 percent of its workforce.   ",https://thehill.com/homenews/education/5211381-borrowers-have-zero-power-trump-moving-student-loans-to-sba-sparks-concern-confusion/,Center
5,Trump Admin's Venezuelan Gang Deportation Case 'Likely Headed to the Supreme Court',"President Trump is invoking a ""state secret privilege"" and refusing to provide any additional information to the D.C. District Court judge involved in the high-profile Venezuelan migrant deportation case.
Citing the Alien Enemies Act, an 18th-century wartime law, the Trump administration recently deported hundreds of reported Venezuelan gang members to El Salvador. As planes were in the middle of the trip, a federal judge ruled against the move, yet the administration continued the deportations, setting up this latest showdown.",https://cbn.com/news/politics/trump-admins-venezuelan-gang-deportation-case-likely-headed-supreme-court,Right
6,A second judge rules against Trump's removal of transgender troops,"A federal judge from New Jersey temporarily blocked the Trump administration from separating two transgender service members from the Air Force. 
The ruling is the second instance when a federal judge has ruled against the Trump administration as it seeks to implement its ban against transgender people from serving in the military. ",https://www.foxnews.com/politics/second-judge-rules-against-trumps-removal-transgender-troops,Right
7,23andMe bankruptcy underscores health privacy gaps,"The demise of 23andMe illustrates the vulnerable state of Americans' health data, as med tech companies vacuum up more personal information with little regulatory oversight.
Why it matters: Fitness trackers, wellness apps, genetic tests and other direct-to-consumer tools that capture personal health information aren't subject to federal health data privacy laws. That could open the door to fraud or discrimination.",https://www.axios.com/2025/03/25/23andme-bankruptcy-hipaa-privacy,Lean Left
8,USPS Postmaster General Louis DeJoy steps down after five years,"United States Postal Service Postmaster General Louis DeJoy stepped down from his role Monday.
DeJoy was nearing his fifth year in the role and left his 10-year plan for the organization for his successor to accomplish. Meanwhile, President Donald Trump has teased his own plan to privatize the service.",https://www.washingtonexaminer.com/policy/infrastructure/3357858/usps-postmaster-general-louis-dejoy-steps-down/,Lean Right
9,Sleepwalking Into a Cashless Society,"Philip Lane, chief economist of the European Central Bank, recently expressed urgency for the need to develop a digital euro—also known as a central bank digital currency (CBDC)—to compete against stablecoins such as Tether and electronic payment systems developed by U.S. tech firms, such as Google Pay and Apple Pay. Not content with eliminating cash, now the goal of central banks is to eliminate any competing electronic payment system.
We're sleepwalking into a world with digital currencies without any government coercion whatsoever. As a 51-year-old Generation Xer, I carry lots...",https://reason.com/2025/03/25/sleepwalking-into-a-cashless-society/?comments=true#comments,Center
10,Jeffrey Goldberg on the Group Chat That Broke the Internet,"It’s happened to the best of us. We mistakenly send a text about a colleague we are mad at to that very colleague. We accidentally include our mom on the sibling text chain about our mom. Today on Radio Atlantic, a much higher-stakes texting error: The Atlantic’s editor in chief, Jeffrey Goldberg, received a connection request on Signal from a “Michael Waltz,” which is the name of President Donald Trump’s national security adviser. Two days later, he was added to a group text with top administration officials created for the purpose of coordinating high-level national-security...",https://www.theatlantic.com/podcasts/archive/2025/03/jeffrey-goldberg-group-chat-broke-internet/682161/,Left
11,Trump Administration Plans to Freeze Family-Planning Grants,"The Trump administration is moving to freeze tens of millions of dollars in federal family-planning grants to certain organizations while it investigates whether the money was used for diversity efforts, people familiar with the matter said. ",https://www.wsj.com/politics/policy/trump-administration-plans-to-freeze-family-planning-grants-541441be?mod=hp_lead_pos4,Center
12,Texas Rep. Jasmine Crockett mocks wheelchair-bound Greg Abbott as ‘Gov. Hot Wheels’,"Texas Rep. Jasmine Crockett mocked her state’s governor during a weekend appearance, referring to Greg Abbott — who uses a wheelchair — as “Gov. Hot Wheels” while speaking at a banquet in Los Angeles.
“You all know we got Gov. Hot Wheels down there. Come on, now,” Crockett, a Dallas Democrat, said about Abbott, a Republican, while addressing the Human Rights Campaign event. “And the only thing hot about him is that he is a hot-ass mess, honey.”
Abbott was paralyzed in 1984 after a tree fell on him while...",https://apnews.com/article/crockett-abbott-wheelchair-a38d50b41e35cc6e05f5d72ad74ff54f,Left
0,Critics slam ‘Snow White’ as film on track to be lowest Disney live-action remake in studio’s history,"Walt Disney Studios’s new ""Snow White"" film is having a tough opening weekend.
Not only is the film projected to have the lowest opening weekend among the studio’s live-action remakes so far, the movie is getting bombarded with bad reviews. 
""The movie does earn points as a bedtime story, however, because it will definitely put you to sleep,"" Rolling Stone critic David Fear quipped in his review. ",https://www.foxnews.com/media/critics-slam-snow-white-film-track-lowest-disney-live-action-remake-studios-history,Right
1,The Agony of John Roberts,"Pity poor John Roberts. No, he’s not corrupt or compromised. He is simply a man who has found himself at a pivotal time and place in a position of great responsibility for which he is utterly unsuited. He’s not a dumb man. He is, in fact, a very smart man – Hugh Hewitt knew him personally in the Reagan administration and testifies to that. I have no doubt it’s true. I know many smart people who have similar flaws. As objectively intelligent as John Roberts is, he is unwise, and he is...",https://townhall.com/columnists/kurtschlichter/2025/03/24/the-agony-of-john-roberts-n2654296,Right
2,GOP senators warn Trump agenda will be slowed by internal divisions,"Senate Majority Leader John Thune (R-S.D.) has cautioned GOP colleagues that the Senate isn’t likely to pass President Trump’s border security, energy and tax agenda until July, at the earliest, and some Republican senators are warning the bill could drag well into the fall.
Much of Washington’s attention has focused on the rocky path Trump’s agenda faces in the House, where Speaker Mike Johnson’s (R-La.) slim majority means he can only lose one GOP vote and still pass GOP legislation.
But Republican senators are warning that getting a major package through the Senate will take months...",https://thehill.com/homenews/senate/5208119-trump-agenda-senate-delay/,Center
3,House vs. Senate tensions jam up the Trump agenda,"Congressional Republicans left Washington riding high after their big victory on government spending. Now they’re returning to face a brutal reality check: Their legislative agenda is going nowhere fast.
Now months into the process, House and Senate Republicans are still trading barbs and accusing each side of slowing down progress on President Donald Trump’s top legislative priority — a sweeping bill linking a tax overhaul to energy, defense and border policies.
When GOP lawmakers return to Washington Monday, they will be under fierce pressure to show meaningful progress toward delivering on...",https://www.politico.com/news/2025/03/24/trump-agenda-stuck-congress-00242977,Lean Left
4,The World Health Organization Is Covering for Hamas,"The agency has consistently concealed Hamas’s abuses and misrepresented Israel’s counterterrorism efforts.
On his first day in the Oval Office, President Donald Trump made a decisive move, announcing the United States’ intent to withdraw from the World Health Organization. His executive order pointed to the agency’s botched response to the Covid-19 pandemic, its troubling susceptibility to Chinese political pressure, and the outsized financial burden it places on American taxpayers. But beyond these high-profile failures lies a quieter, more insidious scandal: the WHO’s systematic effort to obscure Hamas’s exploitation of hospitals in...",https://www.nationalreview.com/2025/03/the-world-health-organization-is-covering-for-hamas/,Lean Right
5,Trump’s Baseless Autopen Claim,"Legal experts say there is nothing to President Donald Trump’s claims that several of former President Joe Biden’s pardons are “VOID” because they were signed via autopen.
White House lawyers during the George W. Bush administration said the use of an autopen is perfectly legal, and constitutional scholars say that nothing in the Constitution even requires pardons to be signed anyway. And, they note, pardons cannot simply be overturned by a subsequent president.
Trump is correct that pardons would be invalid if, in fact, as he has claimed, any pardons...",https://www.factcheck.org/2025/03/trumps-baseless-autopen-claim/,Lean Left
6,Trump’s assault on elites encompasses almost every aspect of American life,"President Donald Trump is escalating his multi-front assault on what supporters see as an elite establishment, using raw presidential power to bend the government, law, media, public health, foreign policy, education and even the arts to his will.
Trump left no doubt in last year’s campaign that he’d use executive authority to seek retribution against his political enemies. But his attempt to transform America’s politics and culture is far broader than a personal revenge trip.
He’s targeting Ivy League universities; using executive authority against top law firms; eviscerating the bureaucracy; rejecting...",https://www.cnn.com/2025/03/24/politics/trump-bondi-elite-universities-boasberg-judges-deportation/index.html,Lean Left
7,"Israeli Forces Heighten Attacks in Gaza, Lebanon as US Leaders Focus on Iran","Israel continues to wage war on two fronts this week – to the north in Lebanon and the south in Gaza. The battles with the remnants of Hamas and Hezbollah come as a showdown with Iran and its nuclear program looms over the Middle East.
The Israel Defense Forces struck dozens of Hezbollah rocket launcher sites on Saturday, the largest attack since the ceasefire. The attacks follow a rocket launch from southern Lebanon toward the Galilee.
Israel called it a blatant violation of the ceasefire. Hezbollah denies they were responsible but...",https://cbn.com/news/israel/israeli-forces-heighten-attacks-gaza-lebanon-us-leaders-focus-iran,Right
8,"Chuck Schumer holds firm, rejecting calls to quit as top Senate Democrat","""Look, I'm not stepping down,"" Schumer told NBC's ""Meet the Press.""
Schumer said while the spending bill was ""certainly bad"" and that he had anticipated his support for it would stir controversy, the other option had been to let the government shut down, which would have been ""15 or 20 times worse.""
Schumer said during a shutdown the executive branch had sole power to determine what government functions and employees were essential. In such a scenario, Schumer argued, Trump, his cost-cutting adviser Elon Musk and budget chief Russ Vought could...",https://www.reuters.com/world/us/chuck-schumer-holds-firm-rejecting-calls-quit-top-senate-democrat-2025-03-23/,Center
9,Anger in Greenland over Usha Vance and Mike Waltz’s planned visit this week,"Greenland’s prime minister, Múte B Egede, has called for the international community to step in after it was announced that Donald Trump’s national security adviser and the US second lady will visit the Arctic island, accusing Washington of “foreign interference”.
Mike Waltz and Usha Vance are due to arrive in Greenland this week as part of a delegation that will also include the US energy secretary, Chris Wright.
Trump has pledged to make the autonomous territory – part of the kingdom of Denmark, which ruled Greenland as a colony until 1953 and...",https://www.theguardian.com/world/2025/mar/24/greenland-usha-vance-mike-waltz-visit-anger,Left
10,Supreme Court hears Louisiana racial gerrymandering claim,"The Supreme Court on Monday hears an unusual case in which civil rights groups are in a tentative alliance with Republican officials in defending a Louisiana congressional map that includes two majority Black districts for the first time in decades.
The justices took up an appeal brought by the state over its efforts to draw a map while being sued from the left and right about whether it appropriately considered race in doing so.",https://www.nbcnews.com/politics/supreme-court/supreme-court-hears-louisiana-racial-gerrymandering-claim-rcna197285,Lean Left
11,First black Republican congresswoman Mia Love dies at 49,"Mia Love, the first US black Republican congresswoman, has died aged 49 in Utah, her family has announced.
""She passed away peacefully"" on Sunday, surrounded by family at her home in the town of Saratoga Springs, a statement said.
Love, a daughter of Haitian immigrants, had represented the state of Utah in the House of Representatives.",https://www.bbc.com/news/articles/cy7xzzn3kd2o,Center
12,Take the Casey DeSantis Buzz Seriously,"You may have seen the coverage of my Friday morning interview with Florida Governor Ron DeSantis and Casey DeSantis at the National Review Ideas Summit.
I don’t know if Casey DeSantis will run for governor of Florida in 2026. But consider a handful of facts:
The governor could have come to the NR Ideas Summit alone; the DeSantises came together and did a joint interview.",https://www.nationalreview.com/the-morning-jolt/take-the-casey-desantis-buzz-seriously/,Lean Right
13,Trump says Canadians would pay ‘much lower taxes’ as Americans. He’s wrong.,"“A lot of people in Canada are liking becoming our beautiful, cherished 51st state. They’ll have to pay much lower taxes.”
— President Donald Trump, remarks to the media, Feb. 25
“They [Canadians] wouldn’t be paying for these tariffs. They’d have much lower taxes if they were part of this great country.”
— White House press secretary Katherine Leavitt, remarks at a news briefing, March 6",https://www.washingtonpost.com/politics/2025/03/21/trump-canada-taxes-fact-check/,Lean Left
14,"Fact check Foreign-born people, not necessarily foreigners, occupy 48% of London’s social housing","Key context is missing from a widely shared online claim about the proportion of social housing that foreigners occupy in Britain’s capital London.
One post on X, which received more than 1.9 million views, said: “48% of London’s social housing is occupied by people who are foreign.”
Published on March 11, it included a heat map appearing to show the proportion of foreigners in social housing in each London area. “This is morally wrong,” the post added. “We can’t be the social housing provider for the world.”",https://www.reuters.com/fact-check/fact-check-foreign-born-people-not-necessarily-foreigners-occupy-48-londons-2025-03-24/,Center
15,Protests Erupt As Turkish Opposition Leader Jailed,"Hundreds of thousands of protesters gathered in cities across Turkey on Sunday night, with many calling for an end to President Recep Tayyip Erdoğan’s rule after more than two decades in power. The mass demonstrations, now approaching their sixth day, followed the arrest last week of the longtime Turkish leader’s chief political rival: Istanbul Mayor Ekrem İmamoğlu. ",https://thedispatch.com/newsletter/morning/protests-erupt-as-turkish-opposition-leader-jailed/,Lean Right
